56968,16801
56968,158955
56968,53508
56968,42182
56968,26153
56968,11991
56968,64911
56968,35729
56968,92274
56968,19604
56968,110903
56968,103447
103447,35376
103447,92274
103447,53508
103447,76165
103447,28951
103447,206362
103447,64911
103447,98204
103447,39885
103447,13813
60686,103921
60686,13506
60686,59027
60686,137321
60686,137242
60686,137246
60686,137247
64911,110903
64911,206362
64911,53508
64911,42182
64911,103447
64911,39885
64911,50927
64911,35376
64911,35729
64911,75798
64911,28951
64911,88
64911,42170
64911,42172
64911,182906
5137,53508
5137,103447
59027,103921
59027,13506
59027,59012
59027,137271
59027,137321
59027,137242
59027,137246
59027,137247
19604,15439
19604,116323
19604,53508
19604,76165
19604,75798
19604,103447
19604,206362
19604,11991
19604,302797
19604,50927
28951,206362
28951,3547
28951,1988
28951,64911
59012,103921
59012,13506
59012,59027
59012,137246
59012,137242
59012,60686
59012,137247
49179,35376
49179,182906
49179,116323
49179,6940
49179,98762
98204,35376
98204,67382
98204,76165
98204,75798
98204,26153
98204,206362
98204,42170
137242,103921
137242,59027
137242,137246
3998,53508
3998,76165
3998,42182
3998,98762
3998,11991
3998,302797
3998,15439
3998,35729
3998,19604
3998,75798
3998,28951
3998,206362
3998,49179
3998,98204
3998,182906
3998,3547
3998,16801
3998,116323
3998,33833
3998,39885
3998,158955
3998,78701
3998,35376
3998,92274
3998,42172
3998,64911
3998,44086
3998,42170
3998,1276
137247,103921
137247,13506
137247,59027
137247,59012
137247,137246
137247,137271
137247,137242
137247,60686
16801,35729
16801,92274
16801,13813
16801,103447
16801,42170
16801,64911
16801,39885
16801,302797
27483,35729
27483,1276
27483,78701
27483,53508
27483,103447
677,5137
677,302797
677,53508
677,75798
677,33833
677,15439
677,158955
677,6940
677,78701
677,64911
6940,35376
6940,182906
35376,116323
35376,6940
35376,67382
35376,103447
26398,92274
26398,27483
26398,110903
26398,15439
26398,98204
26398,182906
26398,3547
26398,1276
26398,64911
67382,35376
67382,76165
67382,50927
67382,98204
67382,39885
67382,12751
110903,53508
110903,56968
110903,26153
110903,103447
110903,302797
110903,64911
110903,19604
110903,75798
110903,11991
110903,206362
110903,3547
110903,98204
42170,302797
42170,39885
42172,16801
42172,302797
42172,27483
42172,53508
42172,42182
42172,56968
42172,5226
42172,158955
42172,78701
42172,64911
42172,35729
42172,92274
42172,11991
42172,39885
42172,206362
42172,12751
42172,3998
42172,50927
13506,103921
13506,59027
13506,59012
13506,137246
13506,137271
13506,137242
13506,60686
13506,137247
1988,53508
1988,76165
1988,33833
1988,158955
1988,78701
1988,15439
1988,35729
1988,44086
1988,28951
1988,75798
1988,27483
1988,1276
42182,53508
42182,44086
42182,103447
42182,56968
42182,39885
42182,42170
42182,11991
42182,206362
42182,302797
98762,35376
98762,116323
98762,182906
98762,49179
137271,59027
137271,59012
137271,137246
137271,137321
137271,137242
137271,60686
12751,35729
12751,11991
12751,76165
12751,677
12751,39885
11991,53508
11991,76165
11991,42182
11991,56968
11991,98762
11991,302797
11991,15439
11991,5137
11991,19604
11991,75798
11991,206362
11991,49179
11991,98204
11991,182906
11991,26398
11991,13808
11991,3547
11991,26153
11991,39885
11991,158955
11991,78701
11991,50927
11991,35376
11991,92274
11991,64911
11991,110903
11991,42170
11991,42172
88,53508
88,76165
88,98762
88,28951
88,302797
88,15439
88,35729
88,19604
88,13808
88,75798
88,103447
88,206362
88,3547
88,6940
88,182906
88,3998
88,16801
88,116323
88,677
88,5137
88,98204
88,39885
88,158955
88,78701
88,11991
88,49179
88,92274
88,26153
88,64911
88,44086
88,33833
88,42170
88,12751
88,1276
3547,28951
3547,53508
3547,76165
3547,56968
3547,5226
3547,158955
3547,39885
3547,64911
3547,5137
3547,92274
3547,75798
3547,11991
3547,26398
116323,35376
116323,98762
116323,182906
116323,44086
35729,92274
35729,53508
35729,56968
35729,206362
35729,64911
35729,3998
35729,15439
137321,103921
137321,13506
137321,59027
137321,59012
137321,137246
137321,137271
137321,137242
137321,60686
137321,137247
39885,16801
39885,3547
39885,53508
39885,76165
39885,42182
39885,78701
39885,12751
39885,98762
39885,28951
39885,302797
39885,64911
39885,35729
39885,13813
39885,75798
39885,103447
39885,42170
39885,49179
39885,182906
39885,50927
78701,103447
50927,35729
50927,53508
50927,39885
13808,3547
13808,53508
13808,5137
13808,56968
13808,15439
13808,39885
13808,12751
13808,78701
13808,35729
13808,11991
13808,206362
13808,27483
13808,1276
13808,26398
103921,13506
103921,59027
103921,59012
103921,137246
103921,137271
103921,137321
103921,137242
103921,60686
103921,137247
92274,5137
92274,3547
92274,53508
92274,39885
92274,103447
13813,28951
13813,116323
13813,53508
13813,76165
13813,56968
13813,98762
13813,158955
13813,302797
13813,64911
13813,92274
13813,75798
13813,103447
13813,39885
13813,42170
13813,15439
13813,206362
26153,50927
26153,64911
26153,75798
26153,42170
26153,206362
26153,158955
26153,98204
26153,302797
26153,15439
137246,103921
137246,13506
137246,59027
137246,59012
137246,137271
137246,137242
137246,60686
137246,137247
182906,116323
182906,98762
182906,49179
182906,6940
1276,5137
1276,158955
1276,44086
1276,33833
1276,27483
1276,78701
1276,50927
5226,16801
5226,27483
5226,76165
5226,6940
5226,158955
5226,78701
5226,15439
5226,5137
5226,92274
5226,75798
5226,28951
5226,3547
5226,42172
